village,latitude,longitude
Gerukoppa,14.3906913,75.202715
Kavuli,14.4481797,75.2306328
Kodihalli,14.4293598,75.1953701
Kumsi,14.3995003,75.1932037
Maluru,14.4118304,75.2096195
Suttukote,14.3873232,75.2190283
,14.3416366,75.4308341
,14.3528513,75.3656305
,14.4039538,75.3399156
,14.4121287,75.2261678
,14.4145211,75.2314497
,14.4180479,75.2403686
,14.4356192,75.2592895
,14.4423081,75.3354469
,14.4565844,75.3346739
Annapura,14.2018081,75.2743836
Apinakatte,14.2937106,75.3935129
Aralehalli,14.2118996,75.5234145
Bannuru,14.2105137,75.2837772
Bendekatte,14.2717146,75.3916051
Chaudanayakanakoppa,14.3041971,75.4749408
Chikkapura,14.2023367,75.2944202
Chikkasaluru,14.2097857,75.3029648
Doddatanda,14.2783143,75.3840641
Hosa Mugalagere,14.3166631,75.3738276
Kenchigondanakoppa,14.2712967,75.4275879
Mallapura,14.2339858,75.2632059
Muduba Siddapura,14.2244228,75.25522
Tumbri Hosuru,14.3190658,75.3498097
,14.2671065,75.2383373
,14.2740929,75.2511585
,14.3049823,75.2840971
Attisalu,14.2725167,74.9419474
Chakkodu,14.2728605,75.0287603
Hirenelluru,14.2734839,74.9889032
Kanase,14.3080971,74.9296065
Maneghatta,14.263927,75.0134939
Masuru,14.2553171,75.0195904
Suraguppe,14.2953224,75.0002087
Hosamane,13.9332498,74.7560108
Guttanahalli,14.2538244,75.2028358
Jambani,14.2292521,75.1671705
Kannuru Sarkari,14.09912,75.2443399
Aichanahalli,12.7515609,76.227136
Kongalabeedu,12.7541028,76.2540138
Lakshmipura,12.7613786,76.2376746
Mallappanahalli,12.774747,76.2660817
Rangenahalli,12.6920775,76.3298647
Malleshwara Nagar,13.9355872,75.5892576
Gandhinagara,13.9438031,75.5726341
Agasavalli Hosuru,13.9041924,75.5189429
Anupinakatti,13.9227892,75.5339814
Arenakoppa,14.0423281,75.4550662
Bairanakoppa,14.0651206,75.4786221
Devakatikoppa,13.9961158,75.5227544
Gajanuru Agrahara,13.8486263,75.5342534
Gajanuru Mullakere,13.8624801,75.5369014
Gejjenahalli,13.9884211,75.5413195
Kallapura,14.066658,75.5450386
Mandaghatta,14.009678,75.3982089
Rechikoppa,14.036714,75.3683556
Ramanagara,14.0592052,75.4797466
Ramenakoppa,13.8949492,75.5387728
Sankedevanakoppa,14.0414995,75.4620185
Tattikere,13.8756031,75.5324527
Belagalu,13.7594265,75.5143651
Halalakkavalli,13.8337551,75.5386966
Huralihalli,13.7973698,75.5713271
Kadekal,13.8413886,75.5621537
Kakanahasudi,13.7481584,75.5441856
Kanagalasara,13.765972,75.5884812
Kuskuru,13.8491141,75.5664955
Lingapura,13.7480334,75.530053
Maleshankara,13.9292857,75.4303336
Mandenakoppa,13.8635164,75.586305
Manjarikoppa,13.9395472,75.4296707
Narayanapura,14.0929384,75.4882359
Rattehalli,14.0806164,75.5176624
Sidlipura,13.9727823,75.5159655
Suduru,14.0036146,75.3556843
Totadakere,13.8108912,75.5866085
Umbalebailu,13.7648166,75.5687244
Vinayakanagara,13.8511642,75.6114375
Yadavala,14.0581263,75.5024353
Koodabettu,13.2358308,75.0989903
Abbalagere,13.9890763,75.5883307
Abbaragatta,13.9748222,75.654772
Basavana Ganguru,13.9801419,75.5653659
Bedarahosahalli,13.990087,75.6378264
Belalakatte,13.9837204,75.6110404
Bhadrapura,13.9845882,75.6690619
Bullapura,13.9994963,75.6487303
Channamumbapura,13.97082,75.5832196
Gondichatnahalli,13.9604061,75.607612
Hole Hanasavadi,13.9685159,75.6244617
Holehatti,14.0233715,75.6732914
Hunasodu,13.9919221,75.576966
Kalluganguru,14.0006519,75.5636615
Mattodu,13.9751594,75.6009443
Melina Hanasavadi,13.9728739,75.6160756
Palya,13.918153,75.5793812
Siddarahalli,13.8631475,75.5689268
Uragaduru,13.9068165,75.5769619
Yalavatti Tanda,13.9246985,75.6281615
Agasanahalli,13.9649956,75.7124798
Anaveri,14.0602588,75.7413604
Arahatolalu,13.9919468,75.7410048
Ashokanagara,14.0039536,75.7731204
Baballi,13.8837235,75.7149448
Danayakapura,14.0052101,75.6787118
Devarahalli,13.8627011,75.7492933
Gudamaghatta,14.0371264,75.7742592
Hadlaghatta,13.7993768,75.7624674
Jambaragatta,13.9912614,75.7114877
Kagekodamagge,13.9005075,75.716532
Kalinganahalli,13.7887624,75.7524468
Kallapura,13.9436355,75.8233203
Kerebiranahalli,13.9773341,75.7243063
Kodi Hosuru,13.9445457,75.8001029
Kodihalli,13.943144,75.765441
Kumbari Narayanapura,13.9139465,75.7340236
Kurabaravithalapura,14.0900416,75.7520967
Mudalavithalapura,13.9858836,75.7129318
Nellisara,13.7274481,75.650857
Padmenahalli,13.9077286,75.6842048
Sanyasikodamagge Hosuru,14.0335891,75.7092834
Shivapura,13.7972276,75.7744516
Sidlipura Hosuru,14.0138546,75.6871437
Singanamane,13.7172462,75.6341479
Sitaramapura,13.9001592,75.754524
Tashkent Nagara,13.8170018,75.7432545
Tattehalli,13.9697133,75.7358991
Timlapura,13.9574651,75.7384234
Vaderapura,14.0690555,75.7389764
Vadiyuru,13.7092782,75.6407543
,13.8205424,75.7575585
,13.9282976,75.7670615
Basavanagudi,13.8345913,75.7339359
Guddadaneralekere,13.8683471,75.7642104
Sanjivanagara,13.8758037,75.7469096
Yarehalli,13.8229052,75.7337573
Adalakoppa,14.0270388,75.1432353
Baluru,14.0199234,75.1828748
Haridravati,14.0351695,75.1255407
Kerehalli,14.0304758,75.1239026
Baruve,13.9814827,75.2662517
Belanduru,14.0277324,75.2721475
Benavalli,13.9949809,75.2986685
Gavaturu,13.9832519,75.2543465
Halugudde,14.0306427,75.2277711
Kenchanalu,14.0188701,75.2851347
Kerehalli,14.014566,75.2586935
Mugutekoppa,14.0144768,75.2441006
Amruta,13.9113776,75.2556593
Huligadde,13.9220874,75.2483443
Kagacha,13.9229935,75.3020813
Kammachchi,13.9022896,75.2588321
Talale,13.9386464,75.2822832
Vada Hosalli,13.9032865,75.30538
Chikkajeni,13.961764,75.1954465
Guddekoppa,13.8701745,75.0654352
Hiremaiti,13.9771855,75.1937742
Kallukoppa,13.9414403,75.2224496
Kaluru,13.9227167,75.0640141
Karakki,13.9643572,75.1765941
Kumbatti,13.878049,75.0569898
Majava,13.9856766,75.1486942
Mavinakoppa,13.9174195,75.0805431
Mumbaru,13.9238722,75.1114411
Agalabagilu,13.7642463,75.1983953
Khandaka,13.774278,75.1942467
Talluru,13.7841422,75.2310881
Shankarahalli,13.8390876,75.2154515
Aluru,13.873687,75.2839297
Hirekallahalli,13.8668458,75.2625225
Hosakere,13.7857744,75.2158491
Hosakoppa,13.8615452,75.2966297
Huttalli,13.8827404,75.2642101
Kelagina Hadigallu,13.8367918,75.2483728
Mallesara,13.8212982,75.1940669
Muniyuru,13.857023,75.2427182
Talale,13.799559,75.4597067
Tyaranduru,13.7793582,75.2518065
Vatagaru,13.865995,75.3074409
Nagodi,13.9124489,74.8606716
Sulugodu,13.8338385,74.993098
Nellunde,13.8626133,75.1234007
Sonale,13.8549294,75.1406604
Togare,13.8329846,75.1091174
Kanle,14.2186489,74.947436
Maratturu,14.2033541,74.9187899
Hokrani,16.361859,76.2126006
Kodiramasandra,13.1207511,78.1576826
Basavanatha,13.1182613,78.150712
Basaveshvara Badavane,14.5941492,76.6708313
Bommakkanahalli,14.9065062,76.7961043
Chikkunti,14.6844938,76.6122018
Hirekerehalli,14.7806897,76.7007755
Kommanapatti,14.7450775,76.7089688
Megalahatti,14.7556063,76.7240298
Mogalahalli,14.5958418,76.6991823
Murudi,14.9137392,76.8276982
Myasarahatti,14.7119759,76.6908586
Kervashe,13.253916,75.0780613
Basapura,14.5055105,76.8481422
Gaurasamudra Kavalu,14.5369461,76.7618901
Hiremadure,14.2189877,76.6072024
Koradihalli,14.5661907,76.5496804
Pettammanavarahatti,14.335385,76.5922172
Bommanahalli,14.2619553,76.4462844
Hampayyanamalige,14.2541107,76.4513633
Kasavarahatti,14.2765481,76.4888212
Kavadigarahatti,14.2328261,76.373947
Lingavarahatti,14.2577534,76.4743369
Mallanakatte,14.24431,76.3848457
Pillekeranahalli,14.2420689,76.4038112
Dandina Kurubara Hatti,14.2262812,76.470221
Ennegere,14.215532,76.529035
Haliyuru,14.2119696,76.3078758
Hunasekatte,14.2281521,76.2790303
Ichalanagenahalli,14.2393052,76.3394888
Janakonda,14.1715666,76.3281217
Kodagavalli,14.2406345,76.2885722
Tirumalapura,14.1932092,76.3199703
Vaddara Siddavvana Halli,14.2594857,76.2603859
Gollanakatte,14.1584935,76.5591561
Nerenahal,14.1638336,76.5152934
Bandebommenahalli,14.2442655,76.0966201
Emmiganuru,14.0501931,76.2425476
Hanumakatte,14.1383188,76.2209711
Honnakalve,14.1442687,76.1320904
Horakeri Devarapura,14.0612989,76.3011614
Kashipura,14.1429382,76.2460491
Kondapura,14.1208118,76.2521374
Nagaraghatta,14.0732152,76.2882134
Nandana Hosuru,14.0226669,76.3319846
Nulenuru,14.1194575,76.2813049
Shivaganga,14.0791346,76.2510807
Vidyanagar,13.1590291,77.6243347
Old Shahabad,17.1411506,76.9306492
Beerapura,13.144643,76.2077718
Basavaghatta,13.1426557,76.1952236
Achchammanahalli,14.1331206,77.2482757
Aralikunte,14.1168419,77.3866476
Buddareddihalli,14.203966,77.25852
Budibetta,14.1889998,77.1904488
Chittaganahalli,14.0452856,77.1974309
Dalavayihalli,14.2927379,77.1918436
Devarabetta,14.0979889,77.1852409
Ettinahalli,14.1991323,77.2039561
Gujjarahalli,14.1116191,77.0538556
Gundlahalli,14.1190717,77.2130788
Hanumanabetta,14.2512898,77.2440758
Rajavanti Hosakote,14.033781,77.2973937
Jadenahalli,14.1972446,77.0327032
Jajurayanahalli Tanda,14.0541005,77.3281458
Jalodu,14.3312833,77.1490483
Kadapalakere,14.140537,77.2349748
Kanakapura,13.9454752,77.3974984
Kannamedi,14.0203979,77.2033964
Kilarlahalli,14.057727,77.1931558
Krushnagiri,14.0420812,77.2196084
Macharajanahalli,13.9176041,77.3888172
Mangalavada,14.071384,77.0789278
Maridasanahalli,14.1998,77.1461787
Minakuntihalli,14.2111949,77.2710486
Mugadalebetta,14.1074885,77.1740882
Nagenahalli Thanda,14.1843074,77.4717679
Neralekunte,14.0068353,77.3676777
Obalapura,14.1789996,77.1084951
Potaganahalli,14.2791391,77.213522
Rachamaranahalli,14.1924287,77.1831333
Shingareddihalli,14.1745209,77.209049
Talemaradahalli,14.1764068,77.2410266
Timmanayakanakote,14.0100915,77.1540007
Timmapura,14.1330228,77.2913349
Tumakunte,14.0716036,77.0546828
Upparahalli,14.1658469,77.3332136
Virammanahalli,14.140883,77.2671806
Virlagondi,14.0313565,77.2354632
,14.203511,77.1809897
,14.203884,77.1587165
Ballenahalli,14.2380132,77.1564404
Doddahalli,14.2657086,77.2436092
Kalarajanahalli,14.071752,77.0386179
Kurubarahalli,14.0913646,77.2404221
Mallammanahalli,14.2078302,77.0400598
Yallappa Nayakanahalli,14.2795241,77.131378
Bupuru,14.221582,77.3134043
Hosahalli,14.2238413,77.1315281
Jodi Achchammanahalli,14.2700196,77.1796242
Kyataganakere Tanda,14.2056462,77.3272566
Sulanayakana Halli,14.2172474,77.2373559
Vaddarevu,14.2652265,77.3472795
Venkatammanahalli,14.3328644,77.3969461
Yarrammanahalli,14.2151733,77.2193336
Uppur,13.3989737,74.7492982
Borasandra,13.7205528,77.0080404
Brahmasandra,13.9177777,76.8670537
Chikkanakote,13.7985709,76.8895088
Chiratahalli,14.064677,76.9512875
Dandikere,13.8693528,76.7675844
Devarahalli,13.9276844,76.8456444
Dyagerahalli,13.8975267,76.7460806
Guligenahalli,13.7118513,76.9906445
Gummanahalli,13.7198642,76.9244351
Hariyajjihalli,13.8559537,76.9826512
Hendore,13.8906302,76.8818598
Holakallu,13.8234389,76.8314739
Hunasehalli,13.8596016,76.7671354
Javanahali,13.7197595,76.9943438
Kaligonahalli,13.9471331,76.9717847
Kallukote,13.7638555,76.8998946
Pattanayakanahalli,13.8883587,76.9180655
Karekyatanahalli,13.88754,76.9857027
Karidasarahalli,14.0689897,76.9348958
Kotti,13.966185,76.9052716
Kumbarahalli,13.8479706,76.8175617
Kuntanahatti,13.8895456,76.7494228
Kusukunte,13.7528659,76.9366188
Maddakkanahalli,13.8123317,76.8358222
Muddaranganahalli,13.8339029,76.9079487
Muddenahalli,13.9066865,76.7785905
Narayanapura,13.8753279,76.7764033
Nejanti,14.001301,76.8894604
Nidagatta,14.0043377,76.9193319
Sankapura,13.9155759,76.8084424
Siddapura,13.8941568,76.8271898
Timmanahalli,14.034359,76.9194485
Yaravarahalli,13.8926926,76.7677711
Ucchangi,12.7355984,75.8136385
Antapura,13.7070724,76.8562578
Balanapalya,13.6287226,76.9808519
Hanumantha Nagara,13.5752885,76.9809571
Dodda Aladamadu,13.706444,76.7949212
Durgadahalli,13.540825,76.9710265
Hal‌dodderi,13.5427021,77.0324835
Hosa Mallanahalli,13.6113661,77.0056622
Jodidevarahalli,13.5680422,77.000462
Kagelinganahalli,13.6090951,76.9674499
Karejavanahalli,13.6162726,76.9577731
Mudigere Kaval,13.7160738,76.8597138
Mudimadu,13.6005057,76.9412506
Saluparahalli,13.5381467,77.0216861
Shibi,13.5535334,76.967808
Tippanahalli,13.5523132,76.9388963
Yaladabagi,13.5861655,76.9476977
Hutagara,14.626228,74.8088703
Kalagara,14.6330462,74.7885551
Balegadde,14.6486515,74.7711148
Nelahal,13.5093905,77.0070683
Avinamadagu,13.6465021,77.0510263
Bhaktarahalli,13.6898759,77.2226352
Bidarakere,13.8704203,77.2287457
Brahmadevarahalli Kaval,13.8191706,77.1745623
Brahmadevarahalli,13.8092942,77.1688495
Doddadalavatta,13.8338286,77.3951396
Gidadagalahalli,13.589623,77.0450134
Gollahalli,13.85057,77.1469251
Hosahalli,13.7304974,77.3592031
Hosahalli,13.7396079,77.4306591
Janakaloti,13.8062187,77.3421135
Kasapura,13.841357,77.1806056
Krushnapura,13.8025719,77.212363
Laklihatti,13.8431851,77.2178237
Singanahalli,13.7650829,77.3953187
Nagalapura,13.8384187,77.239716
Nallekamanahalli,13.8498767,77.2155423
Naviladaku,13.6263732,77.3458182
Rangapura,13.665142,77.0571722
Sattigenahalli,13.8499739,77.1787385
Shravanagudi,13.8596527,77.2439935
Sompura,13.6917177,77.244481
Tippanahalli,13.6932894,77.0692684
Tirumala Devarahalli,13.7842728,77.458491
Tondoti,13.839192,77.3733539
Vaderahalli,13.6833676,77.2123504
Viranagenahalli,13.7123969,77.3391196
Vithalapura,13.8306798,77.4251439
Jigenahalli,13.4496602,75.9963485
Panchehosalli,13.462074,76.017966
Kabbigarahalli,13.3262074,75.9618057
Hosahalli,13.3152227,75.9977123
Swamy Katte,13.3676437,75.9717383
Kethumaranahalli,13.3813391,75.9758603
Kanchugaranahalli,13.4098182,75.952585
Nagenahalli Thanda,13.4280295,75.9484064
Agrahara,13.4312857,75.9556531
Baanuru,13.4329932,75.9653901
Gubbihalli,13.4456702,75.9739477
Hosahalli,13.4071942,75.9635102
Alapanahalli,13.4859487,77.3398971
Bairenahalli,13.5990925,77.3237189
,13.5684304,77.2079418
Chikka Saggere,13.4736119,77.3412265
Chikkannanahalli,13.5736156,77.0617528
Chikkarasanahalli,13.5549472,77.0508284
Chinnahalli,13.387232,77.3139891
Dasalu Kunte,13.5280059,77.1008438
Devarahalli,13.537954,77.2501638
Dodda Sanjive Gaudanapalya,13.5393965,77.1013422
Godrahalli,13.5527341,77.3369971
Kalkere,13.6105238,77.2714731
Katenahalli,13.3551008,77.336758
Kurihalli,13.5247645,77.091818
Lankenahalli,13.4948624,77.3320011
Malleshapura,13.502826,77.2339685
Manuvinakurike,13.5258916,77.1087091
Marenayakanahalli,13.5700408,77.1196869
Motagondanahalli,13.4175052,77.3315108
Mudalapanne,13.5275635,77.2412619
Mudigaudanahalli,13.545515,77.0652922
Obaladevarahalli,13.4764477,77.3497141
Pannenahalli,13.543392,77.3283242
Pemmedevarahalli,13.5821818,77.2464065
Ranganahalli,13.604551,77.2817105
Shambonahalli,13.5123316,77.1229399
Surenahalli,13.5469063,77.0781225
Togarighatta,13.5455405,77.3341105
Vaddarahalli,13.3680011,77.335335
,13.3345758,77.3176355
Dodda Mudavadi,12.6271927,77.3859136
Alalasandra,13.451768,77.2476007
Chikka Palanahalli,13.4424036,77.2340226
Dodda Palanahalli,13.441137,77.2214129
Gondihalli,13.5332002,77.199646
Hosakote,13.4599411,77.2148778
Hulasoppanahalli,13.4509645,77.251682
Huluvangala,13.3937108,77.2832893
Lingapura,13.4594286,77.3130453
Madhya Venkatapura,13.4705705,77.3205373
Moraganahalli,13.447869,77.2707712
Nilagondanahalli,13.4291155,77.2433612
Pataganahalli,13.4223988,77.301646
Puradahalli,13.3777798,77.3101326
Puttasandra,13.4410881,77.2980682
Sankenahalli,13.4327182,77.253712
Tannenahalli,13.4538182,77.2353029
Vajjanakurike,13.4261647,77.2858654
Virobanahalli,13.5393031,77.1887526
Ahobala Agrahara,13.4514007,77.1767564
Ajjappanahalli,13.3914248,77.1382686
Annenahalli,13.4094935,77.102268
Beladara,13.4550299,77.1709448
Belagumba,13.3524079,77.1427843
Biranakallu,13.380215,77.1367571
Bommanahalli,13.4477118,77.144089
Brahmasandra,13.4572661,77.0824162
Gaudanahalli,13.5030884,77.000078
Gerahalli,13.42009,77.1409905
Hebbaka,13.4090944,77.0683405
Hiregundagal,13.4324811,77.1327093
Hosahalli,13.4089541,77.1394563
Jakkenahalli,13.4414173,77.2030742
Koditimmanahalli,13.5373123,77.0540081
Mavukere,13.4911877,77.0863322
Nagenahalli,13.5125775,77.034529
Narasapura,13.3980288,77.068586
Shambonahalli,13.5218645,77.0701539
Somasagara,13.5189287,77.0074185
Tippedasarahalli,13.5245772,77.0435358
Tirumalapalya,13.4523214,77.1265119
Urukere,13.4033642,77.0893601
Yallapura,13.3838266,77.117197
Agalagunte,13.386143,77.040856
Areyuru,13.2684701,77.0004121
Asalipura,13.3918668,77.0032989
Ballapura,13.3935099,77.043865
Banavara,13.3922947,77.0125762
Bidarakatte,13.241312,77.0343525
Chikkabellavi,13.4195439,77.0277392
Chikkonahalli,13.4688192,77.0528343
Doddaviranahalli,13.4427228,76.9788335
Dodderi,13.4264383,77.0024297
Dommanakuppe Gollarahatti,13.2528344,77.0491182
Galigenahalli,13.2742688,77.0451486
Gaudanahalli,13.3748607,77.0142479
Gollahalli,13.4132022,76.9975149
Gulaganjihalli,13.2822185,76.9880248
Hanumantapura,13.3540238,77.066015
Haralakatte,13.4343081,77.0360309
Kuppuru,13.3787729,77.0719726
Lingenahalli,13.42117,77.0315507
Mallappanahalli,13.2729574,77.0109324
Mudigere,13.3656878,77.0368494
Puradakunte Gollahalli,13.4748916,77.0160683
Samudranahalli,13.2927912,76.9952841
Singipura,13.4007134,77.0001227
Sopanahalli,13.2310066,77.0551794
Timmalapura,13.4005558,77.0169227
Appinayakanahalli,13.4464922,76.9833097
Bittinakurike Gollarahatti,13.5037587,77.1272942
Bittinakurike,13.4934422,77.1261662
Byata,13.3181093,77.218567
Channenahalli,13.4397496,77.0215695
Halugondanahalli,13.3568135,77.2841636
Hariyappanahalli,13.4560191,77.061776
Hiredoddavadi,13.3567279,77.2667168
Hiretotlukere,13.4391401,77.0997394
Hodekallu,13.3079283,77.2134158
Kallahalli,13.2957782,77.1424565
Kattigenahalli,13.4245127,77.0658807
Kolihalli,13.2717103,77.1732175
Madagondanahalli,13.3183941,77.2008932
Maidala,13.3159672,77.1806296
Mashanapura,13.4547452,77.0261561
Melehalli,13.4306585,77.0849262
Muddenahalli,13.4485242,77.0846467
Pemmanahalli,13.304692,77.2012903
Sangapura,13.262505,77.1926662
Sorekunte.,13.4801612,76.9941602
Timmarajanahalli,13.4800522,77.0321854
,13.3107101,77.2756224
Baichenahalli,13.1470093,77.0152199
Bannikuppe,13.1186412,77.0137964
Bisalahalli,13.1440222,77.0002592
Chikkapura,13.1891419,77.0931871
Gangonahalli,13.2139534,77.0370348
Kalkere,13.1315387,77.03633
Narayanakere,13.1498787,77.0681544
Niduvalalu,13.1492503,77.0817057
Sinappanahalli,13.2044941,77.0265033
Tavarekere,13.1744137,77.1177996
Karpenahalli,13.7741219,77.0398688
Pujaramuddanahalli,13.886693,76.9729624
Pemmanahalli,13.2333564,77.2673694
Adagondanahalli,13.2598898,76.8662671
Antapura,13.456528,76.9077119
Attikatte,13.2663154,76.8144448
Badenahalli,13.2831182,76.774229
Bennuru,13.2749172,76.8161186
Bodatimmanahalli,13.5805535,76.8512184
Byadagere,13.215527,76.8714826
Chikka Hedigehalli,13.5413067,76.8839502
Chikkanettagunte,13.343572,76.9629195
Dulanahalli,13.3055669,76.9760014
Gadiyankanahalli,13.4550567,76.8953787
Gangasandra,13.2529124,76.8143314
Hale Gubbi,13.2939671,76.9551957
Janakadevanahalli,13.2716189,76.7947992
Jogihalli,13.4780957,76.849394
Kachchenahalli,13.4411368,76.8868461
Kadashettihalli,13.254579,76.8439682
Koppa,13.2473286,76.9152877
Madenahalli,13.4586913,76.8696851
Malenahalli,13.5549823,76.8694606
Melekallahalli,13.208132,76.8464782
Mudigere,13.3326222,76.9691403
Nalluru,13.4700441,76.9062688
Peramasandra,13.2911702,76.7700072
Rayavara,13.3255649,76.944938
Sigenahalli,13.4329244,76.8813952
Singonahalli,13.3224066,76.9649329
Togarighatta,13.2660121,76.8691571
Bellahalli,13.1453722,76.9290789
Borappanahalli,13.1300369,76.9343881
Harivesandra,13.1791385,76.8995585
Manikuppe,13.1311527,76.9742268
Mattikere,13.1108198,76.9064025
Mavinahalli,13.1520861,76.9403469
Naranahalli,13.1099463,76.9560483
Nettekere,13.1379404,76.9643667
Ungra,13.1579814,76.93198
Baichenahalli,13.3726922,76.9708385
Byadagere,13.2869954,76.9318246
Chikkonahalli,13.2941329,76.9456618
Doddanettagunte,13.3536948,76.9733327
Golenahalli,13.2704172,76.9009105
Gubbi Hosahalli,13.2714125,76.9456741
Hindisagere,13.1695398,76.8885032
Horakere,13.1346173,76.8845546
Hullekere,13.1628435,76.9068348
Hurulagere,13.1409761,76.8635495
Jalaguni,13.4568525,76.9615865
Jiganahalli,13.2123167,76.9140072
Kodagehalli,13.1365577,76.8770168
Lakkenahalli,13.3585064,76.9561587
Lingammanahalli,13.2044851,76.9304013
Mattikere,13.4059123,76.8738806
Nandihalli,13.4321294,76.9643457
Satenahalli,13.4432884,76.944257
Shettihalli,13.4424571,76.832202
Tevadehalli,13.4307774,76.8343924
Timmalapura,13.4205131,76.8275659
Yadavanahalli,13.2494927,76.8836363
Yarranahatti,13.1180555,76.8657433
Ambarapura,13.6452644,76.6705724
Baragihalli,13.5586789,76.4662063
Boranakanive,13.6128946,76.6340436
Chattasandra,13.4476992,76.5017944
Davanada Hosahalli,13.4463236,76.4488921
Doddahullenahalli,13.5584604,76.3768768
Harenahalli,13.5103005,76.4899862
Honnashettihalli,13.5187787,76.4745261
Hosuru,13.4203564,76.4431811
Kamalapura,13.4276071,76.4378442
Kidukanahalli,13.5743076,76.3685859
Lakshmipura,13.5329719,76.5021338
Melanahalli,13.6682072,76.566426
Niruvagal,13.5188887,76.5262813
Nulenuru,13.6450173,76.6246034
Ramaghatta,13.5012823,76.4272894
Sabbenahalli,13.5217273,76.458818
Singapura,13.6105634,76.4647805
Somanahalli,13.6460205,76.5961081
Valagerehalli,13.6009425,76.5301161
Pheradka,13.2305087,75.0949213
Kuntibail,13.1972254,75.031757
Ammanahalli,13.3137937,76.8386427
Badavanapalya,13.3443054,76.7516632
Gauripura,13.3808747,76.9254202
Handanahalli,13.3557742,76.8009327
Harenahalli,13.3183299,76.7176903
Karehalli,13.3198717,76.835497
Kodinagenahalli,13.3595149,76.855581
Kundaranahalli,13.3421446,76.8178342
Kuntaramanahalli,13.5409605,76.8398977
Matha,13.5078954,76.8536583
Pura,13.3080861,76.8616501
Sagaranahalli,13.3502845,76.8246822
Shivasandra,13.3529193,76.7485658
Sopanahalli,13.3370875,76.8108226
Sorekayipente,13.4737881,76.9679118
Virupakshapura,13.3629708,76.8081328
Yallapura,13.341834,76.8013303
Yaraballi,13.5505512,76.8300051
Agrahara,13.5684363,76.6108145
Ajjenahalli,13.3652048,76.5755075
Badakegudlu,13.5847332,76.6595332
Ballekatte,13.5856232,76.5652764
Barasidlahalli,13.4283168,76.7350238
Mallenahalli,13.4449951,76.5178145
Gaudanahalli,13.4006573,76.561493
Halugona,13.3327659,76.6452224
Handiganadu,13.5683734,76.6014526
Janehar,13.4653502,76.6662055
Katrikehal,13.4540682,76.6962601
Madanamadu,13.4538,76.7121234
Manchasandra,13.4091276,76.5298216
Pemmaladevanahalli,13.3496427,76.5798668
Sadarahalli,13.5096827,76.6153932
Somalapura,13.3653409,76.5670882
Vaddanakallahalli,13.55757,76.6111188
Yarehalli,13.5900492,76.5823092
Agasarahalli,13.350594,76.6055275
Anekatte,13.4251198,76.5558119
Bullenahalli,13.3962972,76.6602086
Chunganahalli,13.3717649,76.5838227
Dasihalli,13.4236695,76.4967305
Kedigehalli,13.4031525,76.6101689
Keresura Gondanahalli,13.5870951,76.5024465
Kodalagara,13.3755276,76.5982361
Krushnasagarakere,13.3546446,76.6383848
Kurubarahalli,13.4209485,76.542154
Naduvanahalli,13.367251,76.6530899
Savashettihalli,13.4348137,76.5883326
Somanahalli,13.3471116,76.6678204
Sondenahalli,13.3558374,76.6666724
Tammadihalli Gollarahatti/,13.6106449,76.5031392
Tarabenahalli,13.3729934,76.6337295
Adinayakanahalli,13.3238557,76.4953085
Aluru,13.3163974,76.4507749
Anagondanahalli,13.231351,76.4564109
Anivala,13.362948,76.3938936
Bairapura,13.3598112,76.4730697
Bidarekere,13.1318948,76.5403009
Chaudenahalli,13.3456142,76.3709214
Chikkahonnavalli,13.3577779,76.3890225
Ganjalaghatta,13.0970088,76.4772748
Gaudanakatte,13.2432582,76.3827595
Ghatakinakere,13.3530136,76.4573695
Gyaraghatta,13.3293167,76.3692293
Harisamudra,13.3229655,76.4635783
Honnenahalli,13.2385935,76.4315299
Hulihalli,13.3626129,76.41542
Kallahalli,13.1928964,76.429877
Keragodi,13.2140116,76.4498668
Lingadahalli,13.245099,76.4371014
Manakikere,13.3368143,76.4841841
Mayagondanahalli,13.3820104,76.4674836
Muddenahalli,13.4002221,76.4212318
Nelagondanahalli,13.3387989,76.4447226
Ramanahalli,13.3159828,76.3740396
Satteramanahalli,13.3553494,76.4444095
Singenahalli,13.2409113,76.407558
Siddapura,13.2691679,76.3779868
Suranahalli,13.357461,76.3677631
Tadasuru,13.2185621,76.4299887
Vighnasante,13.1476693,76.538381
Alburu,13.1572703,76.5866856
Annamallenahalli,13.3097474,76.5474157
Bairanayakanahalli,13.2977323,76.4570631
Bairapura,13.2795616,76.578702
Ballekatte,13.2551885,76.5710861
Bastihalli,13.1848888,76.5869687
Bochihalli,13.171906,76.5278065
Bommalapura,13.2938622,76.4123569
Burudeghatta,13.198786,76.5993941
Chiggave,13.1879481,76.5803047
Doddamarpanahalli,13.2961814,76.5025752
Gedlehalli,13.3015553,76.4666658
Ginakikere,13.2347277,76.572429
Harachanahalli,13.2975579,76.4327651
Haroghatta,13.2270996,76.5439025
Hatna,13.3199313,76.6509795
Honnenahalli,13.1767604,76.5376554
Jakkanahalli,13.3170855,76.6083581
Karadalu,13.2198902,76.5661031
Kibbanahalli,13.3082482,76.6433729
Kottigehalli,13.2173472,76.5772361
Krushnapura,13.3285444,76.4025065
Kurubarahalli,13.186537,76.5021261
Makanahalli,13.1466066,76.555672
Matanahalli,13.1361383,76.4883352
Nyakenahalli,13.2997508,76.5550715
Patra,13.3437439,76.4165546
